,id,Country,cause,year,incidence,prevalence,sex_Both,sex_Female,sex_Male,age_1 to 4,age_10 to 14,age_15 to 19,age_20 to 24,age_25 to 29,age_30 to 34,age_35 to 39,age_40 to 44,age_45 to 49,age_5 to 9,age_50 to 54,age_55 to 59,age_60 to 64,age_65 to 69,age_70 to 74,age_75 to 79,age_80 to 84,age_85 to 89,age_90 to 94
487553,748,Eswatini,Amphetamine use disorders,2015,0.0,104.38177839714898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
437621,218,Ecuador,Self-harm by other specified means,2019,3.4216300081929294,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1272885,678,Sao Tome and Principe,Alcohol use disorders,2019,0.0,73.52480506417295,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81756,36,Australia,Anorexia nervosa,2018,0.0,475.369326169428,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
818958,426,Lesotho,Idiopathic developmental intellectual disability,2015,0.0,143.32199835494643,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1084197,807,North Macedonia,Cannabis use disorders,2017,0.0,0.0380308718514062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1210569,643,Russian Federation,Amphetamine use disorders,2018,7741.25811707942,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255117,882,Samoa,Idiopathic developmental intellectual disability,2015,0.0,1.1750134437447637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1099998,578,Norway,Autism spectrum disorders,2019,0.0,1325.530167243522,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
761270,404,Kenya,Anxiety disorders,2019,31052.552069575504,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507065,242,Fiji,Idiopathic developmental intellectual disability,2018,0.0,575.2036246402832,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425866,756,Switzerland,Anorexia nervosa,2017,0.0,2532.0501865815163,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594115,704,Viet Nam,Schizophrenia,2018,162.95687557798746,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
743020,400,Jordan,Alcohol use disorders,2018,901.1312969496068,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1327627,703,Slovakia,Schizophrenia,2019,24.44030700599229,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1005073,516,Namibia,Anxiety disorders,2017,1095.6235513586412,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079925,807,North Macedonia,Amphetamine use disorders,2015,5.320667867820041,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729457,388,Jamaica,Attention-deficit/hyperactivity disorder,2018,0.0,1652.0596078037274,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1318023,702,Singapore,Cocaine use disorders,2017,15.659638862131732,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868788,454,Malawi,Self-harm by firearm,2018,10.894460907291815,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186381,68,Bolivia (Plurinational State of),Alcohol use disorders,2016,135.49948053297604,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1547929,784,United Arab Emirates,Anxiety disorders,2016,0.0,8988.831826404628,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
976314,504,Morocco,Bipolar disorder,2017,194.31885178051309,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1614818,894,Zambia,Major depressive disorder,2019,0.0,2871.6244576126924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1231534,659,Saint Kitts and Nevis,Opioid use disorders,2017,0.0,5.616637007782386,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529847,266,Gabon,Major depressive disorder,2017,10086.463624012764,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023882,524,Nepal,Idiopathic developmental intellectual disability,2019,0.0,48.30500872409687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437733,218,Ecuador,Self-harm by other specified means,2016,0.0,1929.417985052676,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
630054,328,Guyana,Bulimia nervosa,2019,59.93539744228275,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40588,20,Andorra,Self-harm by other specified means,2019,0.0,14.739316422216252,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
508612,242,Fiji,Amphetamine use disorders,2017,0.0,0.0994326561917016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
626925,328,Guyana,Anxiety disorders,2015,160.54595304839657,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565526,288,Ghana,Cocaine use disorders,2018,0.0,202.0690006065905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81672,36,Australia,Other mental disorders,2016,0.0,4068.4307198853407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230530,100,Bulgaria,Self-harm by firearm,2017,1.4063868502763317,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401729,740,Suriname,Anxiety disorders,2016,127.51502380962886,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
913884,584,Marshall Islands,Bipolar disorder,2019,0.0044014641985758,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157304,84,Belize,Autism spectrum disorders,2018,0.0,139.79899425051914,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218641,646,Rwanda,Other drug use disorders,2017,7.119440366280771,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390061,196,Cyprus,Alcohol use disorders,2019,0.0,1100.2457876099031,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90735,40,Austria,Schizophrenia,2016,0.0,1487.8058248441157,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
851050,442,Luxembourg,Major depressive disorder,2017,412.70365609045393,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255015,132,Cabo Verde,Self-harm by other specified means,2017,0.0,1.0423116977486602,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103201,44,Bahamas,Other drug use disorders,2015,0.0,0.0659982073834989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
238693,854,Burkina Faso,Major depressive disorder,2016,0.0,11294.981000663389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1463210,768,Togo,Schizophrenia,2016,4.518268878315953,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1301531,690,Seychelles,Anxiety disorders,2017,50.15315572882566,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22434,12,Algeria,Other drug use disorders,2019,0.0,5.962023852322758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
748340,400,Jordan,Alcohol use disorders,2017,0.0,4253.116182485767,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
980504,504,Morocco,Amphetamine use disorders,2018,0.0,44.27789994487488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
913554,584,Marshall Islands,Cocaine use disorders,2019,0.0171698582294561,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562197,858,Uruguay,Alcohol use disorders,2015,989.629576867642,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
437561,218,Ecuador,Self-harm by firearm,2019,6.821118972327133,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
545672,268,Georgia,Cannabis use disorders,2015,0.0,225.3857160707821,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
890300,462,Maldives,Anxiety disorders,2019,0.0,1673.374270453549,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026585,528,Netherlands,Cannabis use disorders,2017,251.9664105691989,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
663320,352,Iceland,Bipolar disorder,2015,15.710861420161804,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178176,64,Bhutan,Major depressive disorder,2015,1458.8989540346015,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1436009,762,Tajikistan,Self-harm by firearm,2015,0.1180610235873776,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
251302,132,Cabo Verde,Self-harm by firearm,2018,2.482266146466014,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46590,24,Angola,Self-harm by firearm,2016,0.0,1.4689109060956462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525718,798,Tuvalu,Dysthymia,2016,0.0,1.2742547069898378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89877,40,Austria,Idiopathic developmental intellectual disability,2019,0.0,527.6841252598243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
981330,504,Morocco,Self-harm by other specified means,2016,0.0,2403.231329072407,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
827379,430,Liberia,Major depressive disorder,2018,280.65589460208787,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1467853,772,Tokelau,Self-harm by firearm,2015,0.0005150245396215,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
900255,466,Mali,Self-harm by firearm,2016,0.0,9.938655271683302,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1526920,800,Uganda,Bipolar disorder,2015,21.916258262726952,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
868741,454,Malawi,Self-harm by other specified means,2015,58.7353436155427,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
687316,364,Iran (Islamic Republic of),Anxiety disorders,2016,44915.13692784995,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505811,792,Turkey,Dysthymia,2017,4762.913421948617,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1093896,578,Norway,Opioid use disorders,2018,4.519819308264619,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
261136,116,Cambodia,Cannabis use disorders,2015,2.57119136357766,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229715,100,Bulgaria,Alcohol use disorders,2016,0.0,16493.416057224233,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
576898,304,Greenland,Schizophrenia,2016,0.0148908343948191,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
344773,184,Cook Islands,Anxiety disorders,2016,0.6203898317641097,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072566,570,Niue,Anxiety disorders,2018,0.0,0.3346474497733012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1170368,616,Poland,Opioid use disorders,2019,1230.1410947852903,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448526,818,Egypt,Alcohol use disorders,2018,0.0,12135.49925415049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
979549,504,Morocco,Cocaine use disorders,2015,0.0,419.1216730342494,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773681,296,Kiribati,Major depressive disorder,2019,0.0,130.9161023871567,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
842112,434,Libya,Bipolar disorder,2017,0.0,9.408565034727232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192616,70,Bosnia and Herzegovina,Amphetamine use disorders,2016,0.8466319741931306,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1259261,882,Samoa,Idiopathic developmental intellectual disability,2017,0.0,72.86706078956186,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1582965,548,Vanuatu,Cannabis use disorders,2018,0.0,0.1209008208812451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294833,148,Chad,Self-harm by firearm,2015,0.0,13.71523119701094,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1470388,772,Tokelau,Anorexia nervosa,2019,0.0246176439328724,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75581,36,Australia,Cocaine use disorders,2017,142.3745711921905,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485286,780,Trinidad and Tobago,Major depressive disorder,2016,2858.573470792964,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617826,624,Guinea-Bissau,Self-harm by firearm,2015,1.8545227953855288,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
866217,450,Madagascar,Other mental disorders,2018,0.0,11726.519097529756,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
314670,156,China,Bipolar disorder,2019,0.0,100406.07181497345,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121919,585,Palau,Alcohol use disorders,2018,0.0,0.2990414493997402,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579244,304,Greenland,Self-harm by other specified means,2018,0.0,15.487713047046984,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1261723,674,San Marino,Self-harm by firearm,2019,0.0376844010113345,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1346844,90,Solomon Islands,Dysthymia,2016,51.25752448702254,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
660247,352,Iceland,Amphetamine use disorders,2018,0.5790752825705932,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1512366,795,Turkmenistan,Cocaine use disorders,2016,6.153912285509428,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286536,140,Central African Republic,Attention-deficit/hyperactivity disorder,2015,0.0,1.0794905621719935e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
698269,368,Iraq,Major depressive disorder,2018,0.0,4629.9502709498665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1121869,585,Palau,Schizophrenia,2018,0.0,1.3014560381709148,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457551,626,Timor-Leste,Idiopathic developmental intellectual disability,2019,0.0,112.17499202390948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
818462,426,Lesotho,Cannabis use disorders,2018,74.0882060981623,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503761,792,Turkey,Other drug use disorders,2015,111.58884814664852,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
865240,450,Madagascar,Idiopathic developmental intellectual disability,2019,0.0,23.509892664366483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1614607,894,Zambia,Cocaine use disorders,2019,0.0,0.1838382688121421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
515433,246,Finland,Bipolar disorder,2019,0.0,3874.122356916224,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
383721,196,Cyprus,Self-harm by other specified means,2017,3.464017686233354,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
989016,508,Mozambique,Cannabis use disorders,2017,0.0,0.1657610590201322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1449763,764,Thailand,Conduct disorder,2019,0.0,46016.64241381708,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30441,16,American Samoa,Opioid use disorders,2016,0.0,2.1017744280353363,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1565750,858,Uruguay,Alcohol use disorders,2016,0.0,2062.384510489873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65026,32,Argentina,Bipolar disorder,2016,0.0,21180.9487686564,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630120,328,Guyana,Self-harm by firearm,2019,0.1591187816754602,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
672342,356,India,Autism spectrum disorders,2018,0.0,84242.56968858013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
977838,504,Morocco,Attention-deficit/hyperactivity disorder,2015,711.3343482028225,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571875,860,Uzbekistan,Bulimia nervosa,2015,0.0,595.5139186641414,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905569,470,Malta,Bipolar disorder,2016,0.0,32.1376217583839,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369480,728,South Sudan,Attention-deficit/hyperactivity disorder,2015,0.0,115.72816793857,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
395786,203,Czechia,Amphetamine use disorders,2016,0.0,5.971547561850363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1331481,703,Slovakia,Bulimia nervosa,2015,14.591843955344231,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
696161,368,Iraq,Opioid use disorders,2019,365.0845495847181,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119629,50,Bangladesh,Dysthymia,2015,0.0,124038.6490340379,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1224563,646,Rwanda,Cocaine use disorders,2016,0.0,88.23136879104105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634702,332,Haiti,Opioid use disorders,2017,1.0388703449689478,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
568358,300,Greece,Anxiety disorders,2018,7898.202957847407,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243530,670,Saint Vincent and the Grenadines,Major depressive disorder,2016,49.50870908370699,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311371,156,China,Self-harm by firearm,2015,0.0,18606.33749567497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147013,56,Belgium,Dysthymia,2019,0.0,5738.039652490062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1287361,686,Senegal,Autism spectrum disorders,2015,0.0,1185.5085457178182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542815,804,Ukraine,Idiopathic developmental intellectual disability,2018,0.0,26122.75915666304,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
748236,400,Jordan,Other mental disorders,2016,0.0,6468.853301326095,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1339375,705,Slovenia,Idiopathic developmental intellectual disability,2016,0.0,82.94749729684932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1470471,772,Tokelau,Self-harm by firearm,2019,0.0015623925430845,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144946,56,Belgium,Opioid use disorders,2016,43.60279595609871,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
274758,120,Cameroon,Major depressive disorder,2017,0.0,4450.563351932747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
167893,60,Bermuda,Other drug use disorders,2016,6.684088042145941,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
653358,348,Hungary,Bulimia nervosa,2015,0.0,661.5522269708293,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820730,426,Lesotho,Other drug use disorders,2017,232.82614491927865,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995647,104,Myanmar,Self-harm by other specified means,2016,72.60820234691683,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1186119,630,Puerto Rico,Alcohol use disorders,2019,696.9661613832084,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994335,104,Myanmar,Schizophrenia,2015,1176.407264265673,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426409,214,Dominican Republic,Major depressive disorder,2018,1076.5899369018307,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112307,48,Bahrain,Amphetamine use disorders,2019,0.744572933555742,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
434302,218,Ecuador,Self-harm by firearm,2017,11.618572375871246,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1535666,804,Ukraine,Alcohol use disorders,2017,688.5232984452725,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563250,288,Ghana,Anxiety disorders,2017,348.022838826953,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
221960,96,Brunei Darussalam,Anorexia nervosa,2016,0.0,127.111634925513,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697658,368,Iraq,Other mental disorders,2016,0.0,6305.740543531021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1616263,894,Zambia,Schizophrenia,2018,0.0,1141.9777699005283,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1178994,620,Portugal,Alcohol use disorders,2015,2348.2995924421352,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
550485,276,Germany,Opioid use disorders,2017,19.14111552413913,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1033594,528,Netherlands,Anorexia nervosa,2019,0.0,1023.5571988850678,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
786700,417,Kyrgyzstan,Other mental disorders,2015,0.0,1161.659762872972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1624071,716,Zimbabwe,Anxiety disorders,2019,0.0,779.2867868808031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
825159,426,Lesotho,Major depressive disorder,2016,0.0,653.2801456320411,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614421,894,Zambia,Idiopathic developmental intellectual disability,2018,0.0,7383.852226327021,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722167,380,Italy,Anorexia nervosa,2016,0.0,3909.535912496997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
198984,70,Bosnia and Herzegovina,Dysthymia,2019,0.0,2084.6692255272687,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1181361,620,Portugal,Alcohol use disorders,2018,0.0,22876.55341177575,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
943468,583,Micronesia (Federated States of),Alcohol use disorders,2018,0.0351071513319174,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
926914,480,Mauritius,Major depressive disorder,2018,2164.208292251052,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
828421,430,Liberia,Alcohol use disorders,2018,437.7781173033568,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234525,662,Saint Lucia,Amphetamine use disorders,2015,0.0389410760131106,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
929175,480,Mauritius,Dysthymia,2016,128.31192733540567,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
987535,508,Mozambique,Amphetamine use disorders,2015,0.0,352.77819809557894,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269351,120,Cameroon,Cocaine use disorders,2019,13.17135002388994,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1162457,608,Philippines,Self-harm by other specified means,2015,0.0,8551.297691695065,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65756,32,Argentina,Self-harm by firearm,2017,0.0,5.915467511712379,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743056,400,Jordan,Opioid use disorders,2018,571.4170806029238,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659439,352,Iceland,Opioid use disorders,2017,10.933956672935826,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
